"eta","SNR","dataSpars","truZeroPerc","falseZeroperc","mechaZeroperc","integerizZeroPerc","rep","id","x1","rawCount1","rawCount2","rawCount3","rawCount4","rawCount5","rawCount6","rawCount7","rawCount8","rawCount9","rawCount10","rawCount11","rawCount12","rawCount13","rawCount14","rawCount15","rawCount16","rawCount17","rawCount18","rawCount19","rawCount20","rawCount21","rawCount22","rawCount23","rawCount24","rawCount25","rawCount26","rawCount27","rawCount28","rawCount29","rawCount30","rawCount31","rawCount32","rawCount33","rawCount34","rawCount35","rawCount36","rawCount37","rawCount38","rawCount39","rawCount40","rawCount41","rawCount42","rawCount43","rawCount44","rawCount45","rawCount46","rawCount47","rawCount48","rawCount49","rawCount50","rawCount51","rawCount52","rawCount53","rawCount54","rawCount55","rawCount56","rawCount57","rawCount58","rawCount59","rawCount60","rawCount61","rawCount62","rawCount63","rawCount64","rawCount65","rawCount66","rawCount67","rawCount68","rawCount69","rawCount70","rawCount71","rawCount72","rawCount73","rawCount74","rawCount75","rawCount76","rawCount77","rawCount78","rawCount79","rawCount80","rawCount81","rawCount82","rawCount83","rawCount84","rawCount85","rawCount86","rawCount87","rawCount88","rawCount89","rawCount90","rawCount91","rawCount92","rawCount93","rawCount94","rawCount95","rawCount96","rawCount97","rawCount98","rawCount99","rawCount100","rawCount101","rawCount102","rawCount103","rawCount104","rawCount105","rawCount106","rawCount107","rawCount108","rawCount109","rawCount110","rawCount111","rawCount112","rawCount113","rawCount114","rawCount115","rawCount116","rawCount117","rawCount118","rawCount119","rawCount120","rawCount121","rawCount122","rawCount123","rawCount124","rawCount125","rawCount126","rawCount127","rawCount128","rawCount129","rawCount130","rawCount131","rawCount132","rawCount133","rawCount134","rawCount135","rawCount136","rawCount137","rawCount138","rawCount139","rawCount140","rawCount141","rawCount142","rawCount143","rawCount144","rawCount145","rawCount146","rawCount147","rawCount148","rawCount149","rawCount150","rawCount151","rawCount152","rawCount153","rawCount154","rawCount155","rawCount156","rawCount157","rawCount158","rawCount159","rawCount160","rawCount161","rawCount162","rawCount163","rawCount164","rawCount165","rawCount166","rawCount167","rawCount168","rawCount169","rawCount170","rawCount171","rawCount172","rawCount173","rawCount174","rawCount175","rawCount176","rawCount177","rawCount178","rawCount179","rawCount180","rawCount181","rawCount182","rawCount183","rawCount184","rawCount185","rawCount186","rawCount187","rawCount188","rawCount189","rawCount190","rawCount191","rawCount192","rawCount193","rawCount194","rawCount195","rawCount196","rawCount197","rawCount198","rawCount199","rawCount200","rawCount201","rawCount202","rawCount203","rawCount204","rawCount205","rawCount206","rawCount207","rawCount208","rawCount209","rawCount210","rawCount211","rawCount212","rawCount213","rawCount214","rawCount215","rawCount216","rawCount217","rawCount218"
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,86,1,0,27,21,3,118,326,0,0,0,0,135,198,0,0,29,0,7,0,0,0,0,0,0,22,0,21,0,380,0,0,0,0,18,35,0,19,7,0,2,1,0,0,2,15,0,0,0,0,1,0,31,3,0,4,42,0,53,0,0,56,41,41,0,58,0,1,605,109,0,0,75,0,0,7,0,35,0,110,5,0,162,0,1,22,179,0,0,4,0,0,7,8,0,0,5,0,0,0,221,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,2,165,0,182,0,70,0,0,0,9,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,30,0,7,21,0,0,0,0,0,0,3,9,0,0,0,3,0,0,0,0,0,298,1,0,0,0,0,0,0,0,16,0,2,413,0,0,0,13,0,0,0,20,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,2,0,16,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,87,1,0,0,29,0,0,651,0,152,0,0,211,515,0,0,0,0,0,0,0,30,0,88,20,30,3,21,4,0,0,7,0,0,0,73,0,33,0,4,0,4,23,0,0,0,50,0,0,114,1,18,0,2,0,79,83,0,121,0,0,63,149,0,0,96,0,0,467,101,0,0,159,0,456,10,0,0,0,0,7,0,0,28,0,0,0,1,0,0,0,0,0,11,0,2,1,0,0,0,0,114,0,1,0,0,0,0,0,0,41,0,0,0,0,4,0,0,118,0,148,9,0,0,64,0,52,0,0,0,0,6,0,0,0,0,6,306,0,2,0,0,0,0,0,1,0,0,6,0,0,46,0,4,0,0,0,0,14,15,0,0,131,0,47,0,1,0,0,0,0,0,44,2,0,0,0,494,0,2,1,1,0,18,20,0,35,0,0,463,184,0,0,0,0,0,0,18,12,0,0,0,14,0,2,0,0,0,0,0,0,0,26,0,3,4,0,46,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,88,0,9,4,0,10,0,0,0,0,0,0,0,65,0,0,9,0,16,7,24,0,7,14,178,0,0,0,236,0,19,0,4,15,119,0,2,3,25,4,0,4,127,0,0,47,0,0,0,8,8,1,0,23,0,0,3,230,25,0,0,0,0,5,34,0,0,0,74,4,0,13,6,4,89,97,10,0,0,0,0,0,12,0,0,0,0,1,0,0,0,13,47,49,10,11,178,0,0,68,0,0,85,0,4,0,4,0,0,0,0,5,0,0,0,29,0,0,12,14,13,47,31,15,0,34,0,5,0,0,0,0,6,0,0,0,3,35,0,39,0,11,28,4,0,4,20,11,7,1,0,6,0,7,0,3,7,0,7,0,42,0,0,0,0,0,1485,0,4,59,0,0,0,620,0,37,3,0,0,0,4,0,14,0,3,0,0,0,0,0,11,0,0,0,0,9,11,0,0,0,24,0,0,0,219,4,3,5,0,5,6,0,0,0,0,0,21,0,0,4
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,89,0,0,0,0,5,0,0,0,0,16,0,19,0,22,0,5,0,0,18,0,2,1,2,74,0,0,2,90,38,0,6,0,8,42,4,0,0,46,0,148,0,74,0,1,0,0,44,0,6,3,0,4,10,0,0,0,61,9,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,0,0,15,0,0,8,0,122,0,0,5,6,6,22,0,0,0,0,26,22,0,0,0,26,0,0,0,0,11,6,0,0,0,0,0,6,25,0,0,66,8,0,0,5,5,14,0,0,17,171,0,0,0,5,18,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,4,6,21,1,0,0,0,0,0,0,3,3,0,0,1,0,0,3,0,0,3,53,27,0,4,6,0,3,0,0,0,0,21,5,0,0,2,3,1,0,0,1,0,0,36,0,0,3,0,0,0,0,1,0,0,0,0,8,0,0,85,0,0,0,0,1,0,3,0,0,14,1,0,0,1
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,90,1,0,59,0,10,581,1333,0,98,5,0,460,1297,0,0,2,0,0,4,0,0,4,186,0,67,73,84,3,1193,10,38,0,0,0,129,0,115,11,0,0,0,26,0,0,1,82,23,0,0,0,72,3,6,0,1384,0,0,0,0,0,174,165,260,0,148,3,0,1393,127,0,1,180,134,0,616,18,0,0,0,279,9,265,0,0,7,271,0,0,0,0,0,27,24,295,0,0,1385,18,0,440,415,1,0,0,0,1,0,0,0,8,79,0,0,6,0,0,0,526,6,0,25,856,12,240,2,0,0,7,0,16,2,1,0,13,0,0,1489,0,0,0,0,0,0,3,0,5,0,0,0,0,120,0,0,0,0,101,0,0,39,9,0,2,0,0,1,0,18,0,9,0,0,88,0,3,0,0,1958,0,5,0,6,0,0,0,0,64,0,0,1744,463,72,0,32,0,0,0,76,23,0,5,0,5,0,2335,29,0,0,1,0,0,0,44,0,1,21,19,80,0,1
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,91,1,0,38,22,0,0,492,0,0,2,0,167,246,0,0,0,0,11,0,0,18,0,94,1,17,0,13,0,723,0,2,0,3,6,38,0,37,10,12,0,0,4,0,0,35,0,0,0,48,1,13,0,0,0,4,0,56,84,0,0,36,39,57,0,60,3,0,0,96,0,0,0,49,32,18,0,0,0,104,0,1,92,11,0,0,0,0,0,0,0,0,9,0,76,0,0,313,0,11,175,0,0,110,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,88,0,0,0,72,0,0,0,3,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,50,0,17,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,11,0,312,0,0,0,0,0,39,25,0,0,0,5,0,84,0,0,0,0,0,0,20,1,0,0,0,0,0,43,5,0,0,0,0,0,0,20,0,0,0,0,24,0,1
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,92,1,0,0,37,0,148,679,0,0,0,0,0,655,0,0,0,0,0,0,1,25,22,0,13,35,11,28,0,719,5,0,0,2,0,39,0,87,0,0,0,0,5,0,0,0,30,0,0,103,0,18,0,0,0,19,45,0,159,0,2,56,86,83,0,0,0,2,780,0,0,1,163,46,20,1,0,34,0,0,0,0,146,0,0,0,0,0,1,4,0,6,15,8,0,0,0,366,0,9,0,0,23,0,0,0,0,0,0,0,22,0,0,0,13,0,0,0,85,0,340,0,387,5,0,4,0,0,7,0,0,0,0,0,0,1,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44,16,0,21,30,0,0,0,0,0,0,8,0,0,0,0,136,0,0,0,0,0,0,3,0,0,0,62,67,0,32,0,0,655,125,33,0,16,0,0,1,33,21,0,6,0,0,0,45,49,0,0,0,0,0,0,45,1,0,0,0,0,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,93,1,0,171,42,6,0,0,0,0,14,23,425,0,24,0,12,0,23,0,0,58,8,0,19,0,0,53,6,0,0,54,2,4,22,0,0,94,4,20,0,0,0,0,14,197,0,0,0,190,1,68,126,0,0,12,0,55,175,0,0,114,126,0,0,0,7,0,0,330,0,0,199,0,0,530,0,0,3,173,0,0,255,0,0,0,0,0,0,0,0,22,16,0,0,0,3,1154,0,0,272,0,0,0,0,0,0,67,0,0,0,3,5,10,0,52,0,7,302,14,550,28,274,0,0,39,0,0,23,0,5,0,0,0,0,0,0,1543,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,2,0,0,101,0,2,38,0,0,0,0,0,0,18,0,0,0,2,0,103,0,0,13,0,764,34,0,0,0,0,51,0,12,43,0,0,581,0,62,0,0,0,3,0,35,6,0,33,2,3,24,0,4,3,0,0,11,0,0,69,0,4,9,8,0,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,94,0,67,0,0,9,10,15,0,0,0,0,15,20,0,0,9,0,43,0,0,1,0,0,11,0,0,1,37,46,16,0,24,9,31,0,0,0,69,0,0,38,18,5,4,95,0,9,1,0,0,0,5,21,0,10,0,2,0,0,32,4,6,3,0,4,28,0,24,0,0,7,5,0,0,0,12,18,0,7,0,2,12,0,3,0,8,0,0,0,0,4,28,31,5,0,33,37,0,41,0,9,0,0,0,0,0,2,3,254,0,0,0,0,0,0,0,0,4,4,16,32,21,3,0,0,0,0,6,0,0,0,3,0,0,0,0,25,12,0,0,0,0,2,11,10,1,0,9,2,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,25,0,0,30,19,0,0,4,30,0,49,0,0,0,0,75,0,1,1,1,0,0,30,12,0,31,171,0,0,1,0,14,0,30,0,4,0,11,5,0,0,0,0,0,0,0,10,13,19,0,2,0,22
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,95,1,0,68,31,4,290,0,0,0,14,0,0,284,0,0,0,0,9,0,0,41,0,74,0,0,0,0,0,466,0,24,25,0,8,73,1,62,8,7,0,0,0,0,0,0,76,0,0,73,0,30,0,3,0,13,72,2,244,0,12,122,120,0,0,0,9,0,493,270,0,0,0,75,0,0,0,0,0,185,56,0,241,26,0,0,217,0,0,0,0,0,0,12,286,3,0,756,0,0,230,199,29,47,2,0,2,0,5,0,29,0,18,0,0,0,0,3,0,5,0,0,272,0,70,0,0,0,5,0,2,0,0,0,0,0,0,0,14,0,0,0,0,70,0,0,0,0,0,0,0,47,0,1,0,1,46,0,0,22,0,0,17,0,60,4,256,0,0,0,0,3,75,0,0,6,0,360,0,0,17,2,0,0,51,0,0,0,0,372,143,0,0,4,0,2,0,69,16,0,3,71,0,0,47,1,3,0,0,7,0,0,0,0,0,7,100,0,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,96,1,0,82,33,0,108,545,0,4,7,10,233,276,0,0,0,0,93,20,0,0,0,58,0,0,0,0,0,439,5,0,0,0,15,51,0,33,0,0,0,0,18,0,0,0,33,28,0,0,0,26,0,0,0,0,42,0,116,0,0,0,0,0,0,0,0,0,0,117,0,0,74,41,1,1,0,0,0,84,0,0,163,19,0,2,0,0,0,0,0,0,7,5,105,0,0,670,0,9,0,98,116,18,0,0,0,0,0,0,0,350,0,1,23,0,0,0,0,0,200,9,328,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,36,0,0,1,0,51,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,49,0,0,14,0,590,0,0,0,0,2,30,0,7,24,0,0,348,0,30,1,12,0,2,0,0,26,0,0,0,5,0,2,79,0,0,0,0,1,0,25,0,0,0,0,0,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,97,1,0,0,0,0,128,728,0,0,5,0,0,0,0,0,10,0,146,0,0,0,0,82,12,20,0,16,0,463,0,0,0,0,7,55,0,37,21,17,0,0,14,0,0,221,0,0,0,0,0,0,136,0,0,0,0,38,193,0,0,73,72,60,9,82,2,0,0,99,0,0,95,0,7,139,0,27,0,0,50,0,138,24,0,0,87,0,0,0,0,0,0,0,103,0,0,693,0,11,0,78,19,0,0,1,0,1,1,0,0,8,6,0,0,0,0,0,73,0,214,9,0,4,69,0,0,1,2,0,0,0,1,0,0,0,0,515,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20,0,57,0,0,0,1,0,0,0,56,2,0,0,0,0,9,5,0,0,0,20,22,0,14,0,21,0,172,24,1,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,6,4,362,0,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,98,0,17,0,2,0,11,0,0,70,8,0,27,30,0,0,3,0,9,107,3,4,0,14,0,0,0,0,0,99,9,16,70,14,0,0,3,3,0,5,83,3,0,6,0,0,0,2,0,13,0,2,5,0,0,65,6,0,0,0,5,8,9,10,0,0,23,0,0,10,0,0,10,0,136,4283,0,20,19,7,0,6,0,0,3,18,14,0,0,33,0,4,0,60,9,5,10,48,0,49,0,16,18,47,12,0,6,0,1,10,23,0,0,0,9,0,4,0,7,24,30,30,21,0,7,0,4,8,34,32,0,39,0,0,0,13,0,44,4,0,0,0,0,5,4,0,0,0,0,0,0,0,7,0,0,8,4,0,0,0,0,0,7,18,6,4,0,0,0,0,4,8,5,47,0,0,0,0,0,3,9,0,0,0,4,34,0,0,8,0,12,0,16,160,0,12,62,0,46,0,0,2,0,2,0,0,7,3,0,0,5,9,0,20,0,0,0,2,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,99,1,0,47,0,0,0,0,0,10,0,35,258,309,0,0,0,0,0,0,0,33,0,69,8,16,24,31,0,669,2,0,0,0,0,0,0,34,0,0,0,0,0,0,2,0,0,0,0,0,0,22,0,0,4,97,23,0,150,0,0,66,53,38,0,89,2,0,409,100,0,0,49,84,50,6,0,3,0,0,0,0,75,0,0,0,139,0,0,0,0,0,0,0,83,0,0,0,0,9,118,0,132,0,4,0,0,0,0,0,38,25,0,0,0,6,0,0,0,0,184,13,0,40,0,0,0,0,3,0,0,3,0,0,0,0,0,605,0,0,0,0,0,0,0,5,0,0,0,0,0,83,0,2,0,0,37,0,0,23,116,0,1,0,0,0,3,9,0,0,2,0,39,0,0,10,0,245,0,0,0,0,0,27,0,0,24,0,0,524,160,0,0,0,0,2,0,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,6,7,35,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,100,0,0,0,0,10,0,21,0,8,0,0,0,19,0,0,0,0,104,0,0,0,29,3,9,1,0,0,0,30,0,0,38,8,156,0,0,0,0,17,25,0,0,0,0,1074,0,6,0,0,0,0,0,13,10,0,1,0,0,0,0,1,0,0,17,0,0,0,15,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,62,23,16,29,0,7,0,21,0,44,10,4,22,0,0,1,4,0,0,0,25,0,0,0,21,0,0,0,0,0,7,33,22,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,2,3,38,1,0,144,9,0,0,0,12,0,0,0,0,12,0,0,3,0,0,0,4,12,0,0,0,9,0,0,0,2,1,1,0,0,0,33,0,0,0,278,0,0,0,0,0,0,0,0,6,15,6,0,0,0,0,15,0,0,0,4,0,11,0,0,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,101,0,69,0,0,0,0,26,0,0,0,4,0,0,17,0,0,2,0,0,123,0,0,4,0,2,0,0,0,22,0,235,0,21,3,0,0,0,34,0,0,0,64,0,0,0,2,0,3,7,0,0,65,27,0,0,0,0,0,0,0,0,0,2,0,4,12,0,34,7,2,3,0,0,0,0,0,11,2,7,25,4,0,0,3,0,6,0,0,13,0,0,0,0,9,0,0,0,0,0,15,0,0,10,0,0,2,0,1,68,0,79,14,0,0,0,4,0,5,0,0,33,22,184,5,83,1,0,0,0,0,0,3,3,3,0,0,21,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,8,9,0,4,0,39,0,0,0,0,0,0,0,21,62,0,2,15,0,0,0,0,20,26,29,2,0,0,4,6,0,3,0,1,0,0,0,9,0,0,68,83,10,0,0,27,0,4,5,29,29,0,16,9,0,0,0,4,3,0,31,83,16,41,2,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,102,1,0,54,45,0,297,0,0,7,0,4,0,391,0,0,0,0,32,0,0,22,5,113,0,44,10,26,0,958,0,0,10,4,0,78,0,0,0,0,0,0,23,0,7,65,0,0,3,104,0,22,29,0,16,0,0,0,117,0,0,124,81,0,25,100,0,15,777,0,1,3,126,0,16,19,0,0,13,0,3,0,222,28,0,6,0,0,0,0,0,0,17,0,187,0,0,565,0,17,107,180,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128,8,150,21,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,0,0,1,0,0,0,0,0,2,0,0,3,0,45,0,0,0,0,0,0,0,36,13,0,0,0,0,0,0,0,0,0,0,0,40,0,7,0,0,597,50,0,0,0,8,0,0,0,39,0,0,596,237,44,0,37,0,2,0,33,13,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,3,0,0,29,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,103,1,0,82,0,0,357,0,0,0,0,0,138,480,8,0,8,0,0,0,7,18,4,134,0,22,0,33,72,507,2,0,9,0,99,0,0,51,0,0,0,9,18,0,0,0,45,0,0,0,0,0,0,0,0,6,46,0,0,0,0,62,0,50,0,77,2,0,0,103,0,0,0,106,0,0,1,10,1,0,4,0,241,27,1,0,0,1,0,0,0,0,10,14,0,0,3,0,0,13,128,186,0,0,0,0,0,0,0,0,6,0,0,0,16,0,0,0,180,0,92,10,0,0,56,0,0,0,0,0,0,0,0,0,1,0,0,509,0,2,0,0,0,0,0,11,0,0,0,0,0,67,0,2,0,1,51,0,0,0,0,0,0,0,97,0,2,0,0,0,22,0,72,0,10,0,0,0,0,0,0,9,0,46,25,0,53,0,3,0,171,0,0,60,10,0,0,30,35,0,0,0,17,0,153,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,104,1,18,0,32,3,0,395,0,23,10,0,176,0,0,0,0,0,0,0,0,27,0,109,0,17,0,15,21,272,0,0,0,0,17,0,0,36,7,0,1,0,0,0,0,8,0,0,0,54,0,13,0,0,0,1,0,0,0,0,0,56,0,76,0,75,0,0,437,0,0,1,62,0,0,0,0,0,0,114,21,0,116,17,0,45,185,0,1,0,0,1,8,0,161,0,17,0,0,9,147,121,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,136,2,137,12,239,7,57,0,0,0,0,5,0,0,0,0,0,0,0,956,0,0,0,0,2,0,0,0,0,0,0,0,0,36,0,2,0,0,31,0,0,0,0,0,0,0,46,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,39,0,0,21,0,0,0,136,0,1,0,1,4,0,0,0,0,0,0,0,16,0,8,0,3,0,7,0,0,0,0,0,2,6,30,1,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,105,1,0,27,9,0,80,0,0,0,0,0,121,149,6,0,0,0,11,1,0,0,0,0,0,22,9,14,0,275,0,0,0,0,132,31,0,16,0,0,0,0,0,0,0,9,0,0,7,42,0,8,0,3,0,0,53,0,0,0,0,0,0,35,0,38,1,0,193,0,0,0,0,0,0,0,0,2,0,86,0,1,102,14,0,0,67,0,0,0,9,0,5,4,35,0,26,0,0,7,118,59,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0,105,0,242,10,0,0,8,0,0,0,0,0,0,0,0,0,0,290,12,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,14,0,0,0,0,20,0,9,0,0,0,0,0,20,34,0,6,0,290,0,15,0,0,0,0,17,16,0,0,0,389,83,21,0,58,0,0,0,7,9,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,0,7
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,106,0,24,3,5,0,10,18,0,5,10,0,15,23,0,0,0,2,23,0,0,0,182,10,49,0,30,0,72,31,20,0,0,7,32,0,2,4,79,9,0,0,72,0,3,21,3,16,12,0,0,0,0,19,0,8,3,0,0,0,2,0,0,7,0,0,15,0,42,5,0,0,0,5,376,143,0,29,0,0,650,0,0,1,0,7,11,0,0,0,9,29,0,87,8,0,2,62,0,93,0,9,42,220,0,0,7,1,0,2,23,0,8,0,58,0,2,0,0,1,0,131,24,46,6,0,0,0,32,0,0,11,3,2,0,0,0,25,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,276,83,0,1,0,0,33,0,1,0,179,0,0,9,0,7,0,0,48,0,0,0,0,7,0,31,0,0,14,0,0,0,47,0,0,0,87,2,0,0,0,90,0,9,0,0,2,11,0,1,1,0,0,0,3,0,0,9,0,0,0,0,8
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,107,1,0,27,46,0,0,354,0,77,0,0,177,619,0,0,0,0,5,0,6,28,0,87,19,0,14,0,0,450,5,0,0,0,0,37,0,0,200,9,0,0,0,0,0,0,0,0,0,61,0,28,0,13,0,2,100,0,0,0,0,68,0,112,0,0,0,3,0,0,0,0,106,0,29,102,0,1,0,237,0,69,118,22,1,0,237,0,0,0,0,0,0,0,110,0,16,578,0,7,103,140,0,4,0,0,0,0,0,0,0,0,0,0,4,9,0,0,84,0,191,0,344,25,75,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,65,0,23,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,586,127,30,0,0,0,1,0,24,0,0,0,0,0,0,31,40,2,0,0,0,0,0,24,0,2,0,0,28,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,108,0,0,6,0,20,0,32,0,16,230,8,14,27,13,0,13,0,0,0,9,0,0,6,510,0,0,0,11,39,13,37,0,0,0,4,0,2,0,0,33,0,163,0,0,0,4,0,0,7,7,0,0,13,0,24,0,0,0,0,0,7,4,4,11,0,0,0,0,7,0,0,0,5,228,0,0,0,6,0,0,23,0,0,0,0,0,0,32,8,0,44,47,46,12,0,39,0,0,27,12,9,0,0,0,0,0,15,0,0,23,5,0,16,0,4,0,276,0,0,12,35,0,43,6,0,0,0,0,0,0,0,0,0,0,39,2,55,0,16,3,124,0,0,0,0,4,0,1,0,0,0,4,13,0,0,3,0,1,0,0,0,0,0,0,0,8,0,10,6,0,0,4,0,0,43,0,38,0,0,0,29,17,0,0,0,0,1,169,34,0,0,0,0,9,0,0,0,66,0,0,0,12,0,279,0,6,0,0,0,0,0,0,0,21,0,0,2,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,109,0,0,5,0,12,11,0,0,21,13,29,11,0,0,0,4,0,0,11,0,0,2,9,8,0,35,0,7,65,20,0,54,6,11,0,0,4,87,14,6,19,0,6,0,89,0,132,0,7,0,0,0,14,0,0,4,2,0,0,0,3,0,0,0,0,9,0,50,7,0,11,5,6,0,165,5,42,73,11,6,0,12,0,5,1,0,4,7,49,0,0,39,56,9,0,0,0,0,71,9,0,0,14,0,0,0,0,2,18,0,29,0,3,33,4,3,0,11,61,0,31,28,9,0,0,0,5,25,134,10,0,0,0,0,0,0,44,0,16,0,0,0,416,0,11,42,1,7,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,150,83,8,0,0,53,3,0,0,0,0,61,23,0,0,0,68,2,5,0,0,8,6,0,0,0,0,0,2,21,0,0,0,2,4,0,0,0,43,3,10,2,0,0,0,0,1,4,13,19,703,3,0,4
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,4,110,0,0,4,0,13,0,20,0,0,0,0,14,22,5,0,0,0,0,0,0,3,0,5,0,0,0,0,163,0,24,0,6,11,100,3,4,0,19,0,25,0,0,10,5,0,0,0,0,6,1,0,0,23,0,0,4,0,0,0,0,0,0,6,0,0,0,0,38,0,0,22,6,0,132,24,7,0,0,8,59,1,8,1,6,83,0,0,0,11,0,0,0,32,9,0,26,34,2,55,14,9,8,26,0,0,0,0,4,13,0,4,27,57,0,8,0,31,0,2,10,30,23,0,5,20,0,0,10,17,0,5,0,0,0,0,20,64,37,9,0,23,0,0,3,170,0,0,0,0,0,0,2,0,0,0,6,0,5,0,0,3,3,0,0,2,0,0,0,0,0,0,0,22,0,74,35,31,62,0,10,4,0,4,3,0,0,0,0,25,0,0,0,32,0,0,0,0,30,0,0,0,14,139,33,6,8,5,0,0,0,0,3,0,0,0,1011,0,0,21
